제품일련번호,기업일련번호,제품국문명,제품영문명,한줄소개내용,제품상세설명,검색태그내용,홈페이지url,앱스토어url,구글플레이url
48433,105116,ㅁ,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
24664,72420,씨세론 스티밋 콘텐츠 번역 서비스,Steemit Translation Service by Ciceron,Steemit 커뮤니티에서 스팀(토큰)으로 번역 의뢰하는 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4446,,https://chrome.google.com/webstore/detail/steemit-translation-by-ci/ghomdiccdeandmbbggchajhigdicbhkk?hl=ko,,
55292,110684,여신티켓,YEOSHINTICKET,피부과 미용시술 정보 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4447,여신티켓||뷰티||O2O||헬스케어,http://www.yeoshin.co.kr,https://apps.apple.com/kr/app/%EC%97%AC%EC%8B%A0%ED%8B%B0%EC%BC%93/id1228558605?mt=1228558605,https://play.google.com/store/apps/details?id=godticket.mobile
44938,87745,발크,BALC,DIGITAL COMMUNICATION  WITH A CREATIVE TWIST,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4448,,http://www.balc.co.kr,,
3248,3408,잔디,JANDI,협업툴 잔디 JANDI,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4449,그룹웨어||사내메신저||업무메신저||팀메신저||팀커뮤니케이션||협업툴||그룹메신저,http://bit.ly/jandi-rocket-punch,http://bit.ly/JANDI_DL01,http://bit.ly/JANDI_DL02
8218,2124,카카오톡 선물하기,kakaotalk gift shop,카카오톡 회원간에 선물을 제공하는  모바일 기프트 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,선물하기||모바일쿠폰||모바일커머스||기프팅||윈큐브마케팅,,,
89861,133922,태백텀 CA,TebekTerm CA,선명한 화질의 카메라와 LCD를 장착한 안면 및 카드 복합인증 단말기,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4451,,,,
20273,40131,셰어킴,ShareKim,셰어하우스 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4452,,http://ko.sharekim.com,https://itunes.apple.com/kr/app/%EC%85%B0%EC%96%B4%ED%82%B4/id1168224979?mt=8&ign-mpt=uo%3D4,https://play.google.com/store/apps/details?id=com.m2k.android.sharekim
9161,20389,에포나 크림,EPONA CREAM,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4453,,http://www.epona.co.kr,,
85357,23670,음파전동칫솔,Sonic Electric Toothbrush,나를 위한 맞춤형 음파전동칫솔 S100,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4454,,http://bluereo.co.kr/main/html.php?htmid=proc/product03.html,,
15138,8503,HELP ME,상속문제 헬프미,방문없이 한 번에 해결하는 상속문제 해결 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4455,,https://inherit.help-me.kr,,
17324,34024,PLURA,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4456,,,,
108298,146502,햄튼,Hampton,Metaverse Contents Platform,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4457,메타버스||metaverse||실감형미디어||AR||VR||가상현실||증강현실,http://www.jaysbom.com/,,
85893,127986,잘키움,Growing well,노지 데이터 기반 작물생육관리 의사결정 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4458,노지스마트팜||스마트팜,,,
39285,96035,파프리카,PARKFREECAR,기계식 주차장 출차예약 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4459,,http://www.parkfreecar.com,https://itunes.apple.com/us/app/파프리카/id1463940974?l=ko&ls=1&mt=8,https://play.google.com/store/apps/details?id=com.parkfreecar.parkfreecar
14255,29896,,MarineSchedule||the real-time communicarion app▦for ship repair industy,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
16615,14827,풋온아트,PUT ON ART,PUT ON ART는 지속 가능한 패션을 지향하는 패션 브랜드 유통회사입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4461,,https://mattandnat.com/,,
8813,4824,씽플러스,Thingplus,데이터를 생성|| 수집|| 통합|| 분석|| 활용하는 IoT 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4462,클라우드||IoT||SaaS||사물인터넷||DataVisualization||cloudservice||데이터분석||AI||빅데이터,http://thingplus.net,,
42161,92799,오픈 캐츠워즈,Open Catswords,데이터 형식 관리 및 조사 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4463,,https://exts.kr,,
99271,130628,이모지샵,emojishop,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4464,,https://emojishop.tpk.kr,,
432,288,멘플(menple),,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4465,,http://www.menple.com/,,
8970,4602,볼레디,,스마트펫케어서비스로|| 볼슈팅|| 급/간식 및 홈카메라/스마트폰이 연동되는 제품을 생산 판매합니다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4466,,,,
344,230,M-CADE,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4467,,http://cade.mindwareworks.com/,,
101006,141952,인스타샵픽,instashoppick,인스타그램 쇼핑태그 위젯,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4468,인스타그램||콘텐츠,https://www.instashoppick.com,,
27737,76868,골목라이브,GolmokLive,위치기반 마감상품 소개 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4469,,,,
6400,38145,부들,Boodl,누구나 쉽게 이모티콘을 만들고 공유하는 모바일 앱,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4470,,http://boodl.me,,https://play.google.com/store/apps/details?id=me.insertcoin.app.boodl
6218,15574,카멜레아츠,camele arts,전문가 지향형 예술 교육 프로그램,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4471,,,,
59310,94065,테란,TerraN,농업 유통 빅데이터 웹어플리케이션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
10542,23167,마타주,matazoo,물건 보관/관리 생활편의 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4473,온디맨드||공유창고||짐보관||생활편의,http://www.matazoo.net,https://itunes.apple.com/us/app/mataju/id1167947849?ls=1&mt=8,https://play.google.com/store/apps/details?id=net.matazoo&hl=ko
61383,114799,(주)퀀텀앤파트너스,Quantum & Partners,Quantum & Partners는 실행력에 기반한 전략과 변화관리로 고객사의 지속적 성장을 추구하는 경영전략 컨설팅사입니다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4474,비전및전략수립||Turnaround및변화관리||마케팅및영업력강화||디지털트랜스포메이션전략||CDM(CustomerData-drivenMarketing),http://quantumpartners.co.kr/,,
70624,120861,자연지애,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,건강식품||건강기능식품||헬스케어,http://jsdang.com,,
4987,8119,자동온도조절기,Smart Thermostat,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://www.askstorygroup.com,,
3453,808,날도,Naldo,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4477,,http://www.naldo.co.kr/,,
7656,16165,EBS 초목달 천하무적한자,EBS Hanja,EBS 초목달 천하무적한자 7급 8급,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4478,,http://ebshanja.strikingly.com,,https://play.google.com/store/apps/details?id=com.sunspring.hanja
32080,89653,드롭 프리 글라스,Drop Free Glass,빗물과 먼지를 스스로 청소하는 똑똑한 유리,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4479,,http://www.microsystems.co.kr,,
25446,80017,라온플레이 매직콘서트,raonplay magic concert,라온플레이가 만든 매직 컨텐츠 입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4480,,http://www.raonplay.co.kr,,
8747,20219,감귤껍질 활용 스크럽제품,Scrubs using Mandarin Peels,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4481,,,,
18680,16848,헬로랭,HelloLang,전세계 언어 교정|| 번역|| 커뮤니티 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4482,,http://www.hellolang.com,,
36370,95596,전문 사진촬영 서비스,Photography Service,각종 전문 사진 촬영 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,스튜디오||사진촬영||촬영||영상촬영||렌탈스튜디오,http://www.foresthillst.com,,
2512,759,스마트랭킹 for iPad,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4484,,https://itunes.apple.com/kr/app/most-wanted-smart-ranking/id407475861,https://itunes.apple.com/kr/app/most-wanted-smart-ranking/id407474341,
19851,28743,빵야TV,BBANGYA TV,웹드라마 및 아이돌 컨텐츠 동영상 서비스입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4485,,http://bbangyatv.com,,https://play.google.com/store/apps/details?id=app.com.bbangya&hl=ko
2397,1579,판도라톡,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4486,,,,
39437,98336,디비디비,dibidibi,셀러성장형 커머스플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4487,,http://dibidibi.com,https://apps.apple.com/kr/app/%EB%94%94%EB%B9%84%EB%94%94%EB%B9%84-%EC%98%A4%ED%94%88%EC%BB%A4%EB%A8%B8%EC%8A%A4/id1326142237,https://play.google.com/store/apps/details?id=com.dibidibi.m&hl=ko
2408,17,스픽케어,Speakcare,미국인 전화영어 1위|| 스픽케어,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4488,,http://www.speakcare.com/,,
15311,12070,네오 ALC,Neo ALC,파일기반 Loudness 변환 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4489,,http://www.neoconv.com/s22,,
82240,127983,피카소라운지,Piccasso Lounge,청담동 대표 메이크업 연출의 메카 피카소라운지입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4490,,http://piccasso.co.kr,,
2355,933,테이스트폴,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4491,,http://www.facebook.com/tastepoll,https://itunes.apple.com/kr/app/id619335668?mt=8,
19545,8716,릴레이,LILAY,모바일 멀티카메라 방송 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4492,,http://39degreesc.com/lilay/,https://apps.apple.com/us/app/lilay-mobile-live-streaming/id1444002902,https://play.google.com/store/apps/details?id=com.thirtyninedegreesc.android.apps.lilay
32684,15654,엘레트론,Elretron,레트로 전자제품,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4493,,,,
9127,3819,뭐야이번호,Mwoyaibeonho,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4494,,http://www.moyaweb.com,,https://play.google.com/store/apps/details?id=com.andr.evine.who&hl=ko
64540,106583,포메이커스,ForMakers,게임 사용자 테스트 플랫폼|| 포메이커스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4495,게임||앱||사용자테스트,https://formakers.net/,,
29056,22288,아스트로네스트 - 더비기닝,ASTRONEST - The Beginning,우주SF 전략 게임의 전설|| 아스트로네스트: 더 비기닝!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4496,,https://www.facebook.com/AstronestKR/,,
32323,90079,주니퍼,JUNIPER,개인정보 마스킹 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4497,,,,
28442,84430,뉴미들클래스 커뮤니티,New Middle Class community,온라인 커뮤니티,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4498,,,,
19595,34524,뉴스픽,NEWSPIC,국내 주요 뉴스 및 뉴미디어 콘텐츠 큐레이션 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4499,,http://www.newspic.kr,,
57392,15109,조나단,Jonathan,인공지능플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4500,,,,
2535,1155,링콕,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4501,,http://www.linkock.com/,,
4878,7317,버켓,BUCKET,모바일 파일전송 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4502,카톡||버켓||클라우드||파일전송||오디오||동영상,http://bucket.to,https://play.google.com/store/apps/details?id=kr.populus.bucket,https://play.google.com/store/apps/details?id=kr.populus.bucket
12851,27765,미스터딜러,Mr.Dealer,국내 최초 온라인 중고차 가격비교 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4503,중고차||중고차시세||중고차구입,http://www.mr-dealer.com,,
55466,8787,인테리어브라더스,InteriorBrothers,빅데이터 분석으로 최적의 인테리어디자이너를 추천받아보세요.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4504,인테리어||전문가||매칭||추천||플랫폼,https://www.interiorbrothers.com,,
2705,1585,바인더(binder),,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4505,,,,https://play.google.com/store/apps/details?id=com.binders.binder0&hl=ko
24025,14122,패스트파이브,FASTFIVE,1-100인 규모의 회사를 위한 가장 완벽한 업무공간,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4506,,http://www.fastfive.co.kr/,,
26808,82488,티랩 스튜디오,T.LAB STUDIO,운동이 아니다. 움직임이다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4507,,https://www.tlabstudio.com/,,
5002,8249,살카팔카,salcarpalcar,수수료 없는 중고차|| 살카팔카 입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
27882,83839,한국여성아트페어,Korea Woman Art Fair,여성 예술인을 위한 페미니즘|| 성소수자 작품 전시 및 판매,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://kwaf.space,,
3861,4331,스타일위키|| StyleWiki,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4510,,http://www.StyleWiki.com/,,https://play.google.com/store/apps/details?id=com.stylewiki.app.swiki
25480,80109,팜스플랜,farmsplan,IT&BT 기반의 축산헬스케어 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4511,,http://www.aidkr.com,,
74677,13989,봐봐,Bwabwa,문화생활 다이어리,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4512,문화||공연||영화||다이어리,http://blog.bwabwa.me,https://apps.apple.com/us/app/%EB%B4%90%EB%B4%90-pl-y3/id1513165858,https://play.google.com/store/apps/details?id=com.entusapps.muvie
85303,129810,믹서,MXXR,모바일 AR/VR 플레이그라운드 믹서,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4513,AR||VR||가상현실/VR||3D||애니메이션||3D/2D/VFX/motiongraphics||모델링,http://mxxr.app,https://apps.apple.com/kr/app/mxxr/id1526049445,https://play.google.com/store/apps/details?id=xyz.qrio.mxxr
34542,93269,DDING 제작소,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://www.facebook.com/DDINGDUCTION/,,
34737,93517,자연이랑,WithNature,사람과 환경이 모두 건강해지는 식생활 문화를 생각합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4515,,http://62life.com,,
24342,1500,싱귤래리티 서울 챕터,SU GIC,10주의 집중 교육과정으로 첨단과학기술과 창업에 대해 가르치고 10년 안에 10억명에게 영향을 미칠 수 있는 사업을 펼칠 혁신 창업가 육성,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4516,,https://singularityuglobal.org/chapters/seoul,,
99021,103269,세로,SeRo,자율주행 보안/안전/순찰 로봇,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4517,,https://www.wonikrobotics.com/security,,
12495,25477,오버뷰,OVERVIEW,종합 디지털 마케팅 매거진을 지향합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
106782,128390,캐치런,Catch Run,실시간 배틀로얄 게임,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4519,,http://nostellar.com,,
9198,20417,브라우저 기반의 실시간 방송 / IP Message Service,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4520,,https://infillenge.com,,
3583,3908,헤어클릭,hairclick,대한민국  1등 미용앱|| 고객의 헤어뷰티관련 상담및 서비스예약|| 스타일리스트 1:1매칭 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4521,,https://play.google.com/store/apps/details?id=com.git.hairgit,,
38381,97484,사진촬영,Photography,태국 내 사진 촬영 및 영상촬영,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4522,,,,
14385,13624,나인캠,9cam,막찍어도 인생샷 9cam (나인캠),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4523,카메라||ImageProcessing,http://www.9cam.co,https://itunes.apple.com/kr/app/9cam-%EB%A7%89-%EC%B0%8D%EC%96%B4%EB%8F%84-%EC%9D%B8%EC%83%9D%EC%83%B7-%EC%B9%B4%EB%A9%94%EB%9D%BC/id1124814346?mt=8,https://play.google.com/store/apps/details?id=com.fantagram.ninecam
98272,25870,마릴,Mareel,인터넷 속도를 61배 빠르게 만드는 기업용 소프트웨어,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4524,네트워크||인터넷||AI||인프라||관리||클라우드||API,https://mareel.io,,
99004,98023,시니멀,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4525,반려동물/금융/유통/용품,http://opstin.co.kr,,
97192,139213,미로식당_국물떡볶이,,단골들에게만 선보이던 히든메뉴,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4526,RMR||미로식당||떡볶이,,,
20049,13536,지원지투,G1G2,교육 품앗이 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4527,,,,
18254,16051,크레딧잡,KreditJob,전국 42만개 회사의 연봉 정보를 한눈에 알아볼 수 있는 곳,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4528,,http://kreditjob.com/,,
15700,16554,시그널가계부,Signal,가계부 본연의 기능에 충실합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4529,시그널가계부||자산관리||가계부,https://signalapp.co.kr/,,https://play.google.com/store/apps/details?id=co.habitfactory.signal&hl=ko
8824,20,온오프믹스,onoffmix,온오프믹스는 지식과 경험|| 관심사와 취미의 공유를 장려하며 사람과 사람간의 교류 활동을 만들어 가고 있습니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4530,,http://www.onoffmix.com/,https://itunes.apple.com/kr/app/on-opeumigseu-mobail/id382820767,https://play.google.com/store/apps/details?id=com.onoffmix.mo
92670,71745,PROMES,PROMES,스마트공장 생산 관리 솔루션 (Smart MES),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4531,MES||스마트공장||생산관리||공정관리,,,
3059,1578,짐카,,스마트한 원룸이사,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4532,,http://zimcar.kr/,,
9991,15535,삼국지Z,삼국지Z,모바일 전략 게임,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
79830,88663,헤네시스,Henesis,기업들이 디지털 자산을 안전하게 보관하고 편리하게 사용할 수 있는 非수탁형(Non-custodial) 지갑을 제공해요,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,블록체인||디지털자산||블록체인/소프트웨어,,,
59557,113631,꿀꺽,,퇴근전 5분 꿀꺽,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,온라인커머스/식품,http://www.lifeter.co.kr,,
3005,57,OGQ Backgrounds,OGQ Backgrounds,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4536,OGQ||어플리케이션||에셋콘텐츠,https://www.facebook.com/backgroundshd,https://itunes.apple.com/kr/app/baegyeonghwamyeon-hd!/id541860561,https://play.google.com/store/apps/details?id=com.ogqcorp.bgh
29050,82645,에코스트원,ECO-ST1,불가사리 추출성분을 활용한 친환경 제설제,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4537,,http://starstech.co,,
82387,128475,일프로연산,onepromath,초등 수학 부분 교육 콘텐츠 (모바일 APP),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,http://www.1promath.co.kr,,https://play.google.com/store/apps/details?id=com.Mathmaster.OneProMath
84652,121923,의식주(義食酒),,만월은 의식주 서비스를 통해 기분 좋은 외식 경험을 선사합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://sikju.co.kr,https://manwall.page.link/6RQi,https://play.google.com/store/apps/details?id=com.sikju_remaster&hl=ko
33014,87558,코너마켓,CORNER MARKET,유아동복 리세일 서비스.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4540,,http://www.cornermarket.co.kr,,
23907,91,은하수다방,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4541,돌싱||온라인데이팅||소개팅,,https://itunes.apple.com/kr/app/id998439508?mt=8,https://play.google.com/store/apps/details?id=kr.co.april7.eundabang.google
29867,85535,팩토리,,PCB 제조,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4542,,,,
57136,111702,헥사콤보팍,Hexa Combo Pak,중량물 포장상자 콤보R&F의 Hexa Combo Pak 입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4543,제조업/서비스||/골판지상자||/중량물박스||렌탈/임대,http://www.combornf.com,,
3726,2593,가이드북,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4544,,https://kr.guidebook.com/,,
93667,20823,정보보호관리체계(ISMS-P) 컨설팅,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
2263,1588,하나시(Hanasee),,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4546,,http://hanasee.com/,,https://play.google.com/store/apps/details?id=com.jumpingnuts.hanasee
